ID1,cat1,cat2,var1,var2,var3,var4,var5,var6,var7
A2b6115fd,A,E,1.1541672190030903,4,2.8798155279939346,3.5384578464566245,-3.182796936088861,0,1
Ac51c9cf1,A,D,-0.3667030448348742,3,0.06397162322655947,1.072795588803325,-3.182796936088861,0,0
A7534d3a0,A,F,-0.4203356844509678,6,-1.0402175256336292,0.22632480357271478,-3.182796936088861,0,0
A73fc5642,A,F,-2.000633567381931,5,-0.31355281345854613,0.02128417698283558,-3.182796936088861,0,0
Ae020e4bd,C,E,0.6970416829734511,3,0.5261343855403757,2.9793617993705888,6.060196737042277,0,0
Ac0d3b0fe,A,D,0.466909492507569,4,2.4544428170920933,1.8539556871052916,-3.182796936088861,0,0
A2edfed41,A,E,1.3563710458155926,5,0.513904527839578,0.5285904972937121,-3.182796936088861,0,1
Ad38a4bbe,C,F,0.36943331132570756,0,1.9799951332239016,2.356298796481253,6.060196737042277,0,1
A5ee0f97f,B,E,1.7992423733057936,5,0.14733575899117424,2.2150541323603994,-0.7013743620793977,0,0
Ad791c03d,C,E,1.247062341652426,3,-1.0515453601147744,0.028906428923112237,6.060196737042277,0,1
A716ec591,B,F,-0.4783542794930612,3,1.0831080418012344,2.062851328937684,-0.7013743620793977,0,0
Af88d3ab5,B,E,2.1034642219981907,8,3.065148181208892,3.2862123950710753,-0.7013743620793977,0,1
A429b65a6,A,E,1.4605296527469345,4,0.06375331557282382,2.3610912942175357,-3.182796936088861,0,0
A3638155a,A,F,0.4294079777860206,5,1.7599412887313046,1.5526855267886748,-3.182796936088861,0,1
A9ce4930a,B,D,-0.14497386711891502,2,1.4969235489067025,1.2574657845314898,-0.7013743620793977,0,1
Af0968cbc,C,E,-0.6066745886063155,5,-0.10325577889136706,2.1045794908762674,6.060196737042277,0,0
Ae413c9a9,C,F,0.4879843915908168,7,0.5462872739675582,1.8388244993499365,6.060196737042277,0,1
A5dc40807,B,F,2.338218858579103,7,1.2051175284010378,2.984202422340402,-0.7013743620793977,0,0
Adec8db56,B,F,0.5285311897915568,5,1.467716450572564,1.8473329345614025,-0.7013743620793977,0,1
A25df779b,A,F,0.8880171107453451,1,0.9323719700984723,2.5159115635330473,-3.182796936088861,0,0
A99248c71,C,E,-1.5547382071763276,4,0.27687761478274264,2.172290354026518,6.060196737042277,0,1
Add5aa1c7,B,D,0.13799611240585288,3,0.8421911280856745,3.0081288445819467,-0.7013743620793977,0,1
Ad0f3116e,C,F,-2.0661656341049763,5,-0.06355967639770932,0.8560657315964251,6.060196737042277,0,1
Ad54fca43,A,D,0.19292596440800547,9,0.29280049113608364,0.5715926075882682,-3.182796936088861,0,0
A6e968b78,B,E,0.12117586821080724,11,0.4524858147105463,1.5230063429805454,-0.7013743620793977,0,0
Aff6e10b8,B,E,1.12167422818819,7,0.8744642213297882,0.51661131414245,-0.7013743620793977,0,1
A87a5811d,A,E,-0.1527913967557353,2,2.3139664049575517,2.6660257761384254,-3.182796936088861,0,0
A891c4eb2,B,F,-0.6478836896234835,7,0.6699611773287695,2.0124169256574556,-0.7013743620793977,0,0
Aaeac5e8c,A,E,1.7134843072096289,5,2.012440966322948,3.5859100062658458,-3.182796936088861,0,1
A5de49801,C,D,1.6642882645774628,6,1.6040703347651653,1.8444455348503077,6.060196737042277,0,0
A8e19476a,B,E,-1.253321868028339,3,3.543245419685575,3.51405342430499,-0.7013743620793977,0,0
A2a32393d,C,E,-0.09559684901589618,6,0.04432189451712687,0.5093317217890538,6.060196737042277,0,0
A3b2450b1,A,E,0.5269505946675194,4,-0.15682276718775756,1.5369577642507992,-3.182796936088861,0,1
A8882c792,B,E,1.6143824392573254,6,1.1474747397067364,3.567284567852975,-0.7013743620793977,0,0
A50a09695,C,E,0.4984218579599481,3,-0.7118202785451313,0.2034328578317095,6.060196737042277,0,1
Aaa54830c,C,F,-0.10141647036632796,4,0.7031792619665689,1.0662940336051272,6.060196737042277,0,1
Af8cb44f9,B,F,-1.277938866235589,5,0.6659894775201293,2.1112432808422086,-0.7013743620793977,0,0
A21b702c9,B,D,-0.3873508737546602,13,2.2476604814038583,3.633506842079686,-0.7013743620793977,0,0
A9071dd07,C,F,0.4566926758036353,5,0.345553547122304,1.3248490242034592,6.060196737042277,0,0
Af9200e0d,C,E,0.21455356809844967,12,-0.17482813500338734,0.6460739513746918,6.060196737042277,0,0
A3be8e904,C,F,-0.4115481473728996,8,0.06007636399264793,0.1744406092210622,6.060196737042277,0,0
Aa3cb7424,A,D,0.254637507209321,6,0.7299019830280272,1.4328510476972678,-3.182796936088861,0,1
A2d35e45c,C,D,1.4485238241068483,4,-0.2136712303132855,-0.4487959615225101,6.060196737042277,0,1
Ad0c4853c,A,F,-0.051392036987722385,5,-0.4535233987214746,1.7081649067679434,-3.182796936088861,0,1
A71989001,B,F,1.2885728027514995,4,0.36322955078202823,2.0536829086491353,-0.7013743620793977,0,0
A28790818,A,D,0.5421939549520015,7,-0.7960637354605247,1.1574195137223167,-3.182796936088861,0,0
Afcec12c0,A,F,-1.5154587351641726,10,0.7313989742994308,2.405016993841745,-3.182796936088861,0,1
A055f348b,A,F,-0.23992987836976865,7,-0.7420340049848282,0.2570816071511499,-3.182796936088861,0,1
Af0e93509,C,D,1.2015464035783945,7,1.4204893221707584,1.4739377066513386,6.060196737042277,0,1
A260a1c9f,C,E,0.766108529851511,5,0.5884731378544408,1.1649526823114449,6.060196737042277,0,0
Af888da1c,B,F,0.20104667449439678,9,1.081245531527021,2.2036698135526023,-0.7013743620793977,0,0
Afd7b14fe,C,E,1.1391315737353962,7,1.9682036159576204,3.6779272116714257,6.060196737042277,0,1
Aeb2d0efe,A,D,-0.21022199037976128,1,1.2985421468937186,3.060066371530009,-3.182796936088861,0,0
A983642cd,B,F,0.4014063402851097,6,0.7444403616717947,3.6254021368148566,-0.7013743620793977,0,1
Ad39c2592,C,E,-0.2946364461362102,6,0.7729415004456498,2.656612343723616,6.060196737042277,0,0
